Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 00:00:00-05:00,60.34000015258789,61.099998474121094,60.22999954223633,60.56999969482422,7565600,0.0,0.0
2024-01-05 00:00:00-05:00,60.40999984741211,61.83000183105469,60.2400016784668,61.40999984741211,4634300,0.0,0.0
2024-01-08 00:00:00-05:00,62.0,63.54999923706055,61.66999816894531,63.349998474121094,5878800,0.0,0.0
2024-01-09 00:00:00-05:00,62.970001220703125,63.83000183105469,62.08000183105469,62.16999816894531,4280800,0.0,0.0
2024-01-10 00:00:00-05:00,62.060001373291016,62.630001068115234,61.75,62.45000076293945,3567200,0.0,0.0
2024-01-11 00:00:00-05:00,62.459999084472656,62.65999984741211,61.59000015258789,62.29999923706055,3960200,0.0,0.0
2024-01-12 00:00:00-05:00,62.560001373291016,62.880001068115234,61.56999969482422,61.790000915527344,2570700,0.0,0.0
2024-01-16 00:00:00-05:00,61.25,61.779998779296875,60.81999969482422,61.15999984741211,4523900,0.0,0.0
2024-01-17 00:00:00-05:00,60.31999969482422,61.279998779296875,59.630001068115234,59.79999923706055,3997400,0.0,0.0
2024-01-18 00:00:00-05:00,59.720001220703125,59.849998474121094,58.2400016784668,59.0099983215332,6111700,0.0,0.0
2024-01-19 00:00:00-05:00,59.36000061035156,60.08000183105469,58.619998931884766,59.86000061035156,4127400,0.0,0.0
2024-01-22 00:00:00-05:00,60.40999984741211,61.97999954223633,60.31999969482422,61.83000183105469,8135500,0.0,0.0
2024-01-23 00:00:00-05:00,62.150001525878906,62.709999084472656,60.369998931884766,60.43000030517578,7548300,0.0,0.0
2024-01-24 00:00:00-05:00,60.41999816894531,61.11000061035156,59.900001525878906,61.060001373291016,16353900,0.0,0.0
2024-01-25 00:00:00-05:00,61.65999984741211,62.36000061035156,61.11000061035156,62.25,4676200,0.0,0.0
2024-01-26 00:00:00-05:00,62.060001373291016,63.849998474121094,62.060001373291016,63.5099983215332,5929800,0.0,0.0
2024-01-29 00:00:00-05:00,63.25,63.86000061035156,62.91999816894531,63.5,5660800,0.0,0.0
2024-01-30 00:00:00-05:00,63.119998931884766,63.41999816894531,62.459999084472656,63.150001525878906,4985700,0.0,0.0
2024-01-31 00:00:00-05:00,63.16999816894531,63.59000015258789,62.2599983215332,62.2599983215332,4098200,0.0,0.0
2024-02-01 00:00:00-05:00,62.5099983215332,63.2400016784668,61.54999923706055,62.869998931884766,4684000,0.0,0.0
2024-02-02 00:00:00-05:00,62.63999938964844,62.90999984741211,61.790000915527344,62.290000915527344,2778700,0.0,0.0
2024-02-05 00:00:00-05:00,61.470001220703125,62.13999938964844,61.2599983215332,61.709999084472656,3001800,0.0,0.0
2024-02-06 00:00:00-05:00,61.439998626708984,61.65999984741211,60.5,61.619998931884766,3597200,0.0,0.0
