Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-04 00:00:00-05:00,72.30999755859375,72.54000091552734,71.58000183105469,71.70999908447266,3442500,0.0,0.0
2024-01-05 00:00:00-05:00,71.73999786376953,71.8499984741211,70.70999908447266,71.61000061035156,5670200,0.0,0.0
2024-01-08 00:00:00-05:00,71.5,72.18000030517578,71.18000030517578,72.16000366210938,3296400,0.0,0.0
2024-01-09 00:00:00-05:00,71.69999694824219,72.01000213623047,71.33999633789062,71.87000274658203,3073600,0.0,0.0
2024-01-10 00:00:00-05:00,71.98999786376953,71.98999786376953,71.3499984741211,71.83000183105469,2563200,0.0,0.0
2024-01-11 00:00:00-05:00,72.0,72.0,70.41999816894531,70.58000183105469,3407600,0.0,0.0
2024-01-12 00:00:00-05:00,71.05000305175781,71.56999969482422,70.80999755859375,71.41999816894531,3184000,0.0,0.0
2024-01-16 00:00:00-05:00,71.0999984741211,71.0999984741211,70.18000030517578,70.31999969482422,3515000,0.0,0.0
2024-01-17 00:00:00-05:00,70.0,70.88999938964844,69.11000061035156,69.62999725341797,3775800,0.0,0.0
2024-01-18 00:00:00-05:00,69.30999755859375,69.47000122070312,68.44999694824219,68.7699966430664,3797300,0.0,0.0
2024-01-19 00:00:00-05:00,68.91000366210938,69.33000183105469,68.44999694824219,68.94999694824219,5003300,0.0,0.0
2024-01-22 00:00:00-05:00,68.94000244140625,69.3499984741211,68.08999633789062,68.81999969482422,3670700,0.0,0.0
2024-01-23 00:00:00-05:00,68.76000213623047,68.94999694824219,68.47000122070312,68.83000183105469,5660300,0.0,0.0
2024-01-24 00:00:00-05:00,69.22000122070312,69.41000366210938,67.69999694824219,68.19999694824219,6257700,0.0,0.0
2024-01-25 00:00:00-05:00,68.83999633789062,69.26000213623047,68.29000091552734,69.23999786376953,3897800,0.0,0.0
2024-01-26 00:00:00-05:00,69.23999786376953,69.44000244140625,68.58999633789062,69.11000061035156,5987600,0.0,0.0
2024-01-29 00:00:00-05:00,69.1500015258789,69.29000091552734,68.68000030517578,69.19000244140625,4673800,0.0,0.0
2024-01-30 00:00:00-05:00,69.11000061035156,69.58000183105469,68.70999908447266,69.25,4578700,0.0,0.0
2024-01-31 00:00:00-05:00,70.0,70.33000183105469,69.06999969482422,69.5199966430664,8371500,0.0,0.0
2024-02-01 00:00:00-05:00,69.0999984741211,70.52999877929688,68.80000305175781,70.5,4554400,0.0,0.0
2024-02-02 00:00:00-05:00,69.81999969482422,69.95999908447266,67.95999908447266,68.6500015258789,5652100,0.0,0.0
2024-02-05 00:00:00-05:00,68.30000305175781,68.33999633789062,67.06999969482422,67.18000030517578,5015400,0.0,0.0
2024-02-06 00:00:00-05:00,67.08000183105469,67.68000030517578,66.94000244140625,67.4000015258789,3471600,0.0,0.0
