Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,151.97999572753906,152.02999877929688,149.8300018310547,150.39999389648438,7455100,0.0,0.0
2024-01-08 00:00:00-05:00,148.4199981689453,149.6999969482422,146.5800018310547,149.5,10038200,0.0,0.0
2024-01-09 00:00:00-05:00,149.9499969482422,149.9499969482422,145.58999633789062,145.6999969482422,11784700,0.0,0.0
2024-01-10 00:00:00-05:00,146.02000427246094,146.02000427246094,144.11000061035156,144.5,8490400,0.0,0.0
2024-01-11 00:00:00-05:00,145.55999755859375,146.1699981689453,144.6199951171875,145.27999877929688,8612500,0.0,0.0
2024-01-12 00:00:00-05:00,147.8300018310547,148.5,146.1699981689453,147.27000427246094,9382800,0.0,0.0
2024-01-16 00:00:00-05:00,146.50999450683594,146.5800018310547,143.5800018310547,143.69000244140625,9380400,0.0,0.0
2024-01-17 00:00:00-05:00,142.4199981689453,144.02000427246094,142.0399932861328,143.1199951171875,8167000,0.0,0.0
2024-01-18 00:00:00-05:00,143.0,143.19000244140625,139.6199951171875,141.82000732421875,11187800,0.0,0.0
2024-01-19 00:00:00-05:00,141.72999572753906,142.25,141.00999450683594,142.24000549316406,11178900,0.0,0.0
2024-01-22 00:00:00-05:00,141.91000366210938,142.66000366210938,140.9199981689453,142.49000549316406,9184600,0.0,0.0
2024-01-23 00:00:00-05:00,141.99000549316406,143.3300018310547,141.89999389648438,142.08999633789062,6767200,0.0,0.0
2024-01-24 00:00:00-05:00,142.6999969482422,144.97999572753906,142.22000122070312,144.9199981689453,8100000,0.0,0.0
2024-01-25 00:00:00-05:00,146.22000122070312,148.69000244140625,145.22999572753906,148.57000732421875,9773600,0.0,0.0
2024-01-26 00:00:00-05:00,148.02999877929688,149.25999450683594,146.97999572753906,149.13999938964844,9151900,0.0,0.0
2024-01-29 00:00:00-05:00,149.08999633789062,149.22000122070312,147.11000061035156,149.0800018310547,10494800,0.0,0.0
2024-01-30 00:00:00-05:00,148.17999267578125,150.30999755859375,147.7100067138672,150.1199951171875,9902900,0.0,0.0
2024-01-31 00:00:00-05:00,150.3699951171875,150.3800048828125,147.33999633789062,147.42999267578125,10428000,0.0,0.0
2024-02-01 00:00:00-05:00,148.19000244140625,149.02000427246094,146.52000427246094,147.88999938964844,8641100,0.0,0.0
2024-02-02 00:00:00-05:00,150.86000061035156,153.3800048828125,149.5500030517578,152.24000549316406,12838400,0.0,0.0
2024-02-05 00:00:00-05:00,151.6199951171875,153.50999450683594,150.7899932861328,152.3300018310547,8277800,0.0,0.0
2024-02-06 00:00:00-05:00,152.5,153.5399932861328,151.80999755859375,152.35000610351562,6198200,0.0,0.0
