Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,137.0,139.83999633789062,136.10000610351562,137.3000030517578,2404200,0.0,0.0
2024-01-08 00:00:00-05:00,136.7100067138672,139.10000610351562,135.85000610351562,139.02999877929688,2486300,0.0,0.0
2024-01-09 00:00:00-05:00,137.6999969482422,139.32000732421875,137.0500030517578,139.27000427246094,1649800,0.0,0.0
2024-01-10 00:00:00-05:00,138.52999877929688,138.5399932861328,135.1699981689453,135.6699981689453,2573500,0.0,0.0
2024-01-11 00:00:00-05:00,135.0,138.8000030517578,133.00999450683594,138.49000549316406,2794800,0.0,0.0
2024-01-12 00:00:00-05:00,139.25,139.39999389648438,134.32000732421875,134.80999755859375,1977000,0.0,0.0
2024-01-16 00:00:00-05:00,133.74000549316406,133.97999572753906,128.4600067138672,129.75999450683594,5142600,0.0,0.0
2024-01-17 00:00:00-05:00,126.0,126.63999938964844,124.13999938964844,126.27999877929688,4909300,0.0,0.0
2024-01-18 00:00:00-05:00,126.81999969482422,128.72000122070312,126.04000091552734,127.66000366210938,2232400,0.0,0.0
2024-01-19 00:00:00-05:00,128.0800018310547,128.0800018310547,124.9000015258789,125.83000183105469,2753200,0.0,0.0
2024-01-22 00:00:00-05:00,126.25,127.18000030517578,124.81999969482422,125.19999694824219,2909800,0.0,0.0
2024-01-23 00:00:00-05:00,127.33000183105469,132.8000030517578,127.33000183105469,128.14999389648438,3663900,0.0,0.0
2024-01-24 00:00:00-05:00,129.82000732421875,129.8699951171875,126.16000366210938,126.16000366210938,2276800,0.0,0.0
2024-01-25 00:00:00-05:00,127.5,129.5399932861328,125.54000091552734,128.66000366210938,3084000,0.0,0.0
2024-01-26 00:00:00-05:00,132.22999572753906,134.89999389648438,130.7899932861328,130.8000030517578,3077500,0.0,0.0
2024-01-29 00:00:00-05:00,130.77000427246094,135.5500030517578,129.83999633789062,135.50999450683594,3201500,0.0,0.0
2024-01-30 00:00:00-05:00,133.86000061035156,136.52999877929688,132.25,134.17999267578125,2177200,0.0,0.0
2024-01-31 00:00:00-05:00,134.1999969482422,135.0,131.4499969482422,131.99000549316406,2383500,0.0,0.0
2024-02-01 00:00:00-05:00,133.19000244140625,134.91000366210938,131.25999450683594,134.6999969482422,2451200,0.0,0.0
2024-02-02 00:00:00-05:00,131.0,135.82000732421875,130.17999267578125,134.1199951171875,6051500,0.0,0.0
2024-02-05 00:00:00-05:00,159.4600067138672,159.75,149.86000061035156,150.27999877929688,12224600,0.0,0.0
2024-02-06 00:00:00-05:00,150.0,151.42999267578125,145.1300048828125,146.2100067138672,6008100,0.0,0.0
