Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 00:00:00-05:00,136.35000610351562,137.4199981689453,134.66000366210938,135.24000549316406,3126500,0.0,0.0
2024-01-08 00:00:00-05:00,133.49000549316406,134.19000244140625,131.75,133.85000610351562,3636500,0.0,0.0
2024-01-09 00:00:00-05:00,133.7899932861328,133.7899932861328,131.8300018310547,133.2100067138672,2172600,0.0,0.0
2024-01-10 00:00:00-05:00,133.5500030517578,133.5500030517578,128.92999267578125,129.41000366210938,3619900,0.0,0.0
2024-01-11 00:00:00-05:00,129.94000244140625,130.9199981689453,129.2100067138672,130.27999877929688,3540000,0.0,0.0
2024-01-12 00:00:00-05:00,132.50999450683594,132.9499969482422,131.58999633789062,132.8699951171875,2908800,0.0,0.0
2024-01-16 00:00:00-05:00,133.0,133.52999877929688,129.08999633789062,129.47000122070312,3169400,0.0,0.0
2024-01-17 00:00:00-05:00,128.13999938964844,130.22000122070312,127.47000122070312,128.27000427246094,2437000,0.0,0.0
2024-01-18 00:00:00-05:00,128.47000122070312,128.47000122070312,126.62999725341797,127.66999816894531,2337300,0.0,0.0
2024-01-19 00:00:00-05:00,127.9800033569336,129.1199951171875,127.05999755859375,129.08999633789062,2880300,0.0,0.0
2024-01-22 00:00:00-05:00,128.89999389648438,129.9499969482422,128.0,129.66000366210938,2307900,0.0,0.0
2024-01-23 00:00:00-05:00,129.47999572753906,131.4199981689453,129.1199951171875,131.11000061035156,2309600,0.0,0.0
2024-01-24 00:00:00-05:00,131.97000122070312,133.6999969482422,131.6199951171875,133.6699981689453,2649200,0.0,0.0
2024-01-25 00:00:00-05:00,135.38999938964844,137.67999267578125,134.75999450683594,137.64999389648438,3167700,0.0,0.0
2024-01-26 00:00:00-05:00,137.64999389648438,140.27999877929688,137.1699981689453,140.22000122070312,3389100,0.0,0.0
2024-01-29 00:00:00-05:00,139.66000366210938,139.77999877929688,137.6999969482422,139.08999633789062,3099600,0.0,0.0
2024-01-30 00:00:00-05:00,137.8000030517578,142.5800018310547,137.10000610351562,142.41000366210938,3664500,0.0,0.0
2024-01-31 00:00:00-05:00,144.49000549316406,147.67999267578125,142.85000610351562,144.30999755859375,8307900,0.0,0.0
2024-02-01 00:00:00-05:00,145.3300018310547,148.72000122070312,142.3800048828125,145.5500030517578,5090500,0.0,0.0
2024-02-02 00:00:00-05:00,145.91000366210938,147.7100067138672,143.97000122070312,145.47000122070312,3702200,0.0,0.0
2024-02-05 00:00:00-05:00,144.36000061035156,148.27000427246094,143.6999969482422,147.24000549316406,2899800,0.0,0.0
2024-02-06 00:00:00-05:00,148.0,149.52000427246094,145.85000610351562,145.91000366210938,3323300,0.0,0.0
